global_id,start,end,stroi,roads,stupid
797970288,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3333573399720644,0.0,2.2666666666666666
797970405,2017-03-01T00:00:00,2017-09-30T00:00:00,0.09902684856978294,0.0,2.25
797970491,2017-03-01T00:00:00,2017-09-30T00:00:00,0.16894300740575086,0.0,1.25
797970607,2017-03-01T00:00:00,2017-09-30T00:00:00,0.34419735283347574,0.0,3.923076923076923
797970696,2017-03-01T00:00:00,2017-09-30T00:00:00,0.6401534801307951,0.0,4.8
797970789,2017-03-01T00:00:00,2017-09-30T00:00:00,0.306385582209165,0.0,10.0
797970898,2017-03-01T00:00:00,2017-09-30T00:00:00,0.4593256750459267,0.0,1.75
797971031,2017-03-01T00:00:00,2017-09-30T00:00:00,0.18913477543669566,0.0,1.8
797971119,2017-03-01T00:00:00,2017-09-30T00:00:00,0.17264763325567123,0.0,3.107142857142857
797971192,2017-03-01T00:00:00,2017-09-30T00:00:00,0.36887370497311267,0.0,3.090909090909091
797971318,2017-03-01T00:00:00,2017-09-30T00:00:00,0.8276564995517672,0.0,1.7857142857142858
797971462,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5199277968297323,0.0,1.5
797971572,2017-03-01T00:00:00,2017-09-30T00:00:00,0.8546009346967002,0.0,2.0416666666666665
797971721,2017-03-01T00:00:00,2017-09-30T00:00:00,0.260811369535746,0.0,2.760869565217391
797971837,2017-03-01T00:00:00,2017-09-30T00:00:00,0.28034302115104404,0.0,3.0
797971948,2017-03-01T00:00:00,2017-09-30T00:00:00,0.05883600703650316,0.0,3.764705882352941
797972083,2017-03-01T00:00:00,2017-09-30T00:00:00,0.40883616638342446,0.0,2.2916666666666665
797972171,2017-03-01T00:00:00,2017-09-30T00:00:00,0.4556348678190938,0.0,1.4534883720930232
797972275,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3742081532388847,0.0,3.210526315789474
797972363,2017-03-01T00:00:00,2017-09-30T00:00:00,0.715377980370252,0.0,1.6428571428571428
797972452,2017-03-01T00:00:00,2017-09-30T00:00:00,0.07750275459855316,0.0,1.5666666666666667
797972573,2017-03-01T00:00:00,2017-09-30T00:00:00,0.039777849935664245,0.0,3.857142857142857
797972664,2017-03-01T00:00:00,2017-09-30T00:00:00,0.09977992650603473,0.0,1.1
797972769,2017-03-01T00:00:00,2017-09-30T00:00:00,0.03120905229168147,0.0,4.454545454545454
797972858,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5667895126672164,0.0,1.7291666666666667
797972979,2017-03-01T00:00:00,2017-09-30T00:00:00,0.13631463815093214,0.0,2.2
797973129,2017-03-01T00:00:00,2017-09-30T00:00:00,0.08553912134913322,0.0,4.454545454545454
797973233,2017-03-01T00:00:00,2017-09-30T00:00:00,0.018240980232476778,0.0,2.4615384615384617
797973308,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3638581313219794,0.0,5.25
797973425,2017-03-01T00:00:00,2017-09-30T00:00:00,0.10363399221578518,0.0,2.75
797973538,2017-03-01T00:00:00,2017-09-30T00:00:00,0.07295306833830406,0.0,1.9761904761904763
797973694,2017-03-01T00:00:00,2017-09-30T00:00:00,0.419202781255153,0.0,1.1660714285714286
797973822,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5884236737285822,0.0,7.0
797973913,2017-03-01T00:00:00,2017-09-30T00:00:00,0.05794339874209087,0.0,2.6470588235294117
797974018,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5940060549183839,0.0,4.0
797974080,2017-03-01T00:00:00,2017-09-30T00:00:00,0.46357309856865603,0.0,2.2
797974081,2017-03-01T00:00:00,2017-09-30T00:00:00,0.06533819584068801,0.0,2.235294117647059
797974082,2017-03-01T00:00:00,2017-09-30T00:00:00,0.7049797379143798,0.0,2.4545454545454546
797974083,2017-03-01T00:00:00,2017-09-30T00:00:00,0.6533834201802917,0.0,1.3673469387755102
797974084,2017-03-01T00:00:00,2017-09-30T00:00:00,0.04224725924743822,0.0,5.0
797974085,2017-03-01T00:00:00,2017-09-30T00:00:00,0.6356529123186202,0.0,1.5151515151515151
797974125,2017-03-01T00:00:00,2017-09-30T00:00:00,0.7963711219583763,0.0,2.4444444444444446
797974247,2017-03-01T00:00:00,2017-09-30T00:00:00,0.542759515044514,0.0,15.4
797974370,2017-03-01T00:00:00,2017-09-30T00:00:00,0.16679106930516097,0.0,3.0
797974483,2017-03-01T00:00:00,2017-09-30T00:00:00,0.40436601862327337,0.0,2.4166666666666665
797974590,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5152848959322278,0.0,5.5
797974735,2017-03-01T00:00:00,2017-09-30T00:00:00,0.11169080293968592,0.0,2.347826086956522
797974885,2017-03-01T00:00:00,2017-09-30T00:00:00,0.23202523663362884,0.0,4.0
797974959,2017-03-01T00:00:00,2017-09-30T00:00:00,0.8843497143216229,0.0,3.0
797975094,2017-03-01T00:00:00,2017-09-30T00:00:00,0.15258906024623775,0.0,0.0
797975179,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3280826075564317,0.0,3.52
797975264,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3128336574970787,0.0,3.5
797975340,2017-03-01T00:00:00,2017-09-30T00:00:00,0.08462373354592978,0.0,1.2
797975469,2017-03-01T00:00:00,2017-09-30T00:00:00,0.27643264776264986,0.0,3.6923076923076925
797975600,2017-03-01T00:00:00,2017-09-30T00:00:00,0.0,0.0,1.0303030303030303
797975695,2017-03-01T00:00:00,2017-09-30T00:00:00,0.2234296514173172,0.0,6.75
797975819,2017-03-01T00:00:00,2017-09-30T00:00:00,0.09721913426515849,0.0,2.1333333333333333
797975918,2017-03-01T00:00:00,2017-09-30T00:00:00,0.07943749277712298,0.0,2.2
797976021,2017-03-01T00:00:00,2017-09-30T00:00:00,0.7084082366660956,0.0,2.2
797976160,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3691798918807784,0.0,3.0
797976242,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3397555544270193,0.0,2.533333333333333
797976321,2017-03-01T00:00:00,2017-09-30T00:00:00,0.47430317739189776,0.0,2.7
797976425,2017-03-01T00:00:00,2017-09-30T00:00:00,0.15431813677153094,0.0,2.1333333333333333
797976516,2017-03-01T00:00:00,2017-09-30T00:00:00,0.2559310764070989,0.0,0.0
797976589,2017-03-01T00:00:00,2017-09-30T00:00:00,0.019143784682739695,0.0,1.75
797976707,2017-03-01T00:00:00,2017-09-30T00:00:00,0.4697341469224484,0.0,1.8888888888888888
797976845,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5017947318767577,0.0,1.1
797976948,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5225749583166335,0.0,2.25
797977059,2017-03-01T00:00:00,2017-09-30T00:00:00,0.1653267791574432,0.0,2.3333333333333335
797977174,2017-03-01T00:00:00,2017-09-30T00:00:00,0.031249533086932235,0.0,1.7777777777777777
797977288,2017-03-01T00:00:00,2017-09-30T00:00:00,0.28536624236994734,0.0,1.6774193548387097
797977409,2017-03-01T00:00:00,2017-09-30T00:00:00,0.05556200050169524,0.0,2.263157894736842
797977499,2017-03-01T00:00:00,2017-09-30T00:00:00,0.1364513429743488,0.0,1.5789473684210527
797977588,2017-03-01T00:00:00,2017-09-30T00:00:00,0.17721520758135245,0.0,3.0
797977658,2017-03-01T00:00:00,2017-09-30T00:00:00,0.6768435269471538,0.0,2.148936170212766
797977789,2017-03-01T00:00:00,2017-09-30T00:00:00,0.05605871941784035,0.0,1.8571428571428572
797977919,2017-03-01T00:00:00,2017-09-30T00:00:00,0.007261364050069052,0.0,2.3125
797978007,2017-03-01T00:00:00,2017-09-30T00:00:00,0.6500172846258682,0.0,1.9655172413793103
797978185,2017-03-01T00:00:00,2017-09-30T00:00:00,0.6399152674532869,0.0,2.263157894736842
797978328,2017-03-01T00:00:00,2017-09-30T00:00:00,0.0,0.0,2.5
797978441,2017-03-01T00:00:00,2017-09-30T00:00:00,0.33422908757171144,0.0,2.238095238095238
797978557,2017-03-01T00:00:00,2017-09-30T00:00:00,0.328299514798191,0.0,2.4
797978669,2017-03-01T00:00:00,2017-09-30T00:00:00,0.05094622515792269,0.0,2.75
797978820,2017-03-01T00:00:00,2017-09-30T00:00:00,0.20356642970864292,0.0,2.0
797978897,2017-03-01T00:00:00,2017-09-30T00:00:00,0.9523338151178523,0.0,1.5
797979026,2017-03-01T00:00:00,2017-09-30T00:00:00,0.5842856673982051,0.0,1.1
797979165,2017-03-01T00:00:00,2017-09-30T00:00:00,0.36256029162043824,0.0,2.076923076923077
797979266,2017-03-01T00:00:00,2017-09-30T00:00:00,0.8611013012876774,0.0,4.142857142857143
797979343,2017-03-01T00:00:00,2017-09-30T00:00:00,0.4875462566353509,0.0,3.625
797979470,2017-03-01T00:00:00,2017-09-30T00:00:00,0.698043264486296,0.0,2.022222222222222
797979507,2017-03-01T00:00:00,2017-09-30T00:00:00,0.2566821358845346,0.0,2.142857142857143
797979547,2017-03-01T00:00:00,2017-09-30T00:00:00,0.0811556031445515,0.0,2.5294117647058822
797979610,2017-03-01T00:00:00,2017-09-30T00:00:00,0.3455731543679902,0.0,1.8235294117647058
797979732,2017-03-01T00:00:00,2017-09-30T00:00:00,0.16468848368773636,0.0,2.272727272727273
797979804,2017-03-01T00:00:00,2017-09-30T00:00:00,0.08597653595233379,0.0,13.666666666666666
797979891,2017-03-01T00:00:00,2017-09-30T00:00:00,0.4347048349400665,0.0,3.5714285714285716
